,acc,AUC,F1,Kappa
0,0.5134701728820801,0.8579159379005432,0.4951092836681873,0.4288011154425294
1,0.5070558190345764,0.8595806360244751,0.492630411200373,0.4210036627903535
2,0.5142765641212463,0.8606923818588257,0.4973312570901501,0.4295572108133643
3,0.5187680721282959,0.8644375801086426,0.5042016355212741,0.43524560263419176
