,loss_v,val_loss_v,acc_v,val_acc_v,auc_v,val_auc_v,loss_w,val_loss_w,acc_w,val_acc_w,auc_w,val_auc_w
0,2.266757011413574,2.1030454635620117,0.11052259802818298,0.11260148137807846,0.4754665195941925,0.4881543517112732,2.1862189769744873,2.052711248397827,0.14394564926624298,0.1449974626302719,0.4864117205142975,0.49454835057258606
1,2.101653814315796,2.0228512287139893,0.11387711763381958,0.10554182529449463,0.4897482097148895,0.5066708326339722,2.0467567443847656,1.9812602996826172,0.1502317637205124,0.22270187735557556,0.498470276594162,0.5276122093200684
2,2.0181119441986084,1.9748568534851074,0.109375,0.16590186953544617,0.5096888542175293,0.540984570980072,1.9761159420013428,1.9432649612426758,0.22382374107837677,0.17267648875713348,0.5310041308403015,0.5546962022781372
3,1.9715434312820435,1.9411031007766724,0.16957980394363403,0.21920226514339447,0.5426275730133057,0.5691299438476562,1.9379422664642334,1.9172437191009521,0.17499524354934692,0.24911122024059296,0.5584748983383179,0.5846238136291504
4,1.9300037622451782,1.9085677862167358,0.2237817794084549,0.21955524384975433,0.5778284072875977,0.5973228216171265,1.9093868732452393,1.9068769216537476,0.25741317868232727,0.25266632437705994,0.5891505479812622,0.5947238802909851
5,1.8991104364395142,1.878171682357788,0.22492937743663788,0.1969643533229828,0.6041861176490784,0.6207549571990967,1.903649091720581,1.901341438293457,0.25741317868232727,0.2287963479757309,0.593804121017456,0.5998069047927856
6,1.8709568977355957,1.8514820337295532,0.19835804402828217,0.23332156240940094,0.6248370409011841,0.637840747833252,1.8988804817199707,1.8907519578933716,0.22560162842273712,0.2785677909851074,0.5994951128959656,0.613370954990387
7,1.8491119146347046,1.8327890634536743,0.23684674501419067,0.22943875193595886,0.6384618282318115,0.6541519165039062,1.8870958089828491,1.8794013261795044,0.27735093235969543,0.27653631567955017,0.6147302389144897,0.6182354688644409
8,1.8304556608200073,1.8125742673873901,0.23428672552108765,0.23332156240940094,0.6561706066131592,0.6729968786239624,1.8749291896820068,1.8673793077468872,0.27684298157691956,0.27501270174980164,0.6218198537826538,0.6294795870780945
9,1.8138014078140259,1.7959539890289307,0.23375706374645233,0.23579244315624237,0.6716083884239197,0.688971996307373,1.860457181930542,1.853559136390686,0.2805892527103424,0.254443883895874,0.6353884339332581,0.6447194814682007
10,1.797808289527893,1.7807013988494873,0.23614053428173065,0.2770914137363434,0.6867985129356384,0.7022712230682373,1.8481476306915283,1.8431291580200195,0.2568416893482208,0.25774505734443665,0.6496001482009888,0.6544606685638428
11,1.782240390777588,1.7651938199996948,0.2767478823661804,0.26367807388305664,0.70057213306427,0.710762083530426,1.8385242223739624,1.8385733366012573,0.26147693395614624,0.25774505734443665,0.6592122316360474,0.6598039865493774
12,1.7676987648010254,1.753917932510376,0.26500704884529114,0.25697141885757446,0.7084363698959351,0.7162320017814636,1.8317815065383911,1.8329061269760132,0.260968953371048,0.29050278663635254,0.6658550500869751,0.6702799201011658
13,1.755122184753418,1.740582823753357,0.2604166567325592,0.26897281408309937,0.7149471640586853,0.7240333557128906,1.8273946046829224,1.8286826610565186,0.29824116826057434,0.2940579056739807,0.6761667728424072,0.6744060516357422
14,1.7432247400283813,1.7316300868988037,0.28354519605636597,0.29403460025787354,0.7216953039169312,0.7278636693954468,1.8243656158447266,1.825646996498108,0.29976505041122437,0.2922803461551666,0.6789638996124268,0.6748390197753906
