,acc,AUC,F1,Kappa
0,0.5842399001121521,0.9020451307296753,0.5625981570760804,0.5115631426965801
1,0.6094117760658264,0.9088420271873474,0.5927526234529712,0.5420144810330884
2,0.5882353186607361,0.8991712331771851,0.5746355931501255,0.5164224362922116
3,0.6050000190734863,0.902951717376709,0.5900556763895511,0.5368056040212359
