,loss_v,val_loss_v,auc_v,val_auc_v,loss_w,val_loss_w,auc_w,val_auc_w
0,2.00840425491333,1.900513768196106,0.5600297451019287,0.6191532015800476,2.1632091999053955,2.097879409790039,0.48989683389663696,0.5088914632797241
1,1.9062554836273193,1.8053441047668457,0.6160589456558228,0.6752803921699524,2.0807673931121826,2.019838571548462,0.5182099342346191,0.5436352491378784
2,1.811021327972412,1.7175710201263428,0.6725292205810547,0.7271609306335449,2.0062057971954346,1.9495036602020264,0.551902174949646,0.5828734636306763
3,1.7231413125991821,1.637297511100769,0.7249433398246765,0.7719793319702148,1.9390071630477905,1.886275053024292,0.5893939733505249,0.6233034729957581
4,1.642682433128357,1.564313530921936,0.7704029679298401,0.8089380264282227,1.8786386251449585,1.829721212387085,0.6275858879089355,0.6613034009933472
5,1.5694137811660767,1.4982467889785767,0.8071457147598267,0.8373082876205444,1.8246899843215942,1.779523253440857,0.6634402275085449,0.6939073204994202
6,1.5029640197753906,1.438628911972046,0.835759162902832,0.8587135076522827,1.7768371105194092,1.7353250980377197,0.6942929625511169,0.72052001953125
7,1.4428635835647583,1.3848916292190552,0.8573474884033203,0.874727725982666,1.7347042560577393,1.6966499090194702,0.7194126844406128,0.740813672542572
8,1.388556957244873,1.3363945484161377,0.8736223578453064,0.8867628574371338,1.6977916955947876,1.6629234552383423,0.7390722036361694,0.7565127611160278
9,1.3394302129745483,1.2924833297729492,0.8861865997314453,0.8960118889808655,1.665517807006836,1.6335333585739136,0.7539822459220886,0.768231213092804
10,1.2948548793792725,1.2525361776351929,0.8958032131195068,0.9033713936805725,1.6372730731964111,1.6078753471374512,0.765393078327179,0.777006983757019
11,1.254240870475769,1.2160032987594604,0.903491199016571,0.90953528881073,1.6124647855758667,1.5853846073150635,0.774040937423706,0.7835248708724976
12,1.2170605659484863,1.182413935661316,0.9098877906799316,0.9146114587783813,1.5905523300170898,1.5655556917190552,0.7808327078819275,0.7888738512992859
13,1.1828603744506836,1.1513683795928955,0.9152640104293823,0.9191182851791382,1.571065902709961,1.5479470491409302,0.7862204313278198,0.7933727502822876
14,1.1512534618377686,1.1225321292877197,0.9198744893074036,0.9230398535728455,1.5536020994186401,1.5321710109710693,0.7908920645713806,0.7972649335861206
15,1.121909499168396,1.0956192016601562,0.9239562749862671,0.926602840423584,1.5378159284591675,1.5178965330123901,0.7949097156524658,0.800754189491272
16,1.0945450067520142,1.0703879594802856,0.9275868535041809,0.929911196231842,1.5234191417694092,1.5048407316207886,0.7984543442726135,0.8038849830627441
17,1.0689128637313843,1.0466339588165283,0.9308859705924988,0.9328653216362,1.5101698637008667,1.492777705192566,0.8017172813415527,0.806614875793457
18,1.0448044538497925,1.0241910219192505,0.933863639831543,0.93557208776474,1.4978740215301514,1.4815266132354736,0.8047260046005249,0.8093729019165039
19,1.022045373916626,1.0029269456863403,0.9365842938423157,0.9380517601966858,1.486377477645874,1.470950961112976,0.8075883388519287,0.8119553327560425
20,1.000494360923767,0.9827408194541931,0.9390101432800293,0.9403233528137207,1.4755642414093018,1.46095609664917,0.8102861046791077,0.8144574165344238
21,0.9800419211387634,0.9635564088821411,0.9412209391593933,0.9424087405204773,1.4653476476669312,1.4514751434326172,0.8128906488418579,0.8169478178024292
22,0.9606031179428101,0.9453192353248596,0.9432651996612549,0.9442470073699951,1.4556645154953003,1.442463755607605,0.8154200911521912,0.8193581104278564
23,0.9421189427375793,0.927990734577179,0.9450829029083252,0.9459937810897827,1.4464656114578247,1.4338887929916382,0.8179363012313843,0.8216806650161743
24,0.9245446920394897,0.9115425944328308,0.9467620849609375,0.9475270509719849,1.437708854675293,1.4257216453552246,0.8203952312469482,0.8239386081695557
25,0.9078502058982849,0.8959527611732483,0.9482714533805847,0.9489185810089111,1.4293516874313354,1.4179325103759766,0.8227112293243408,0.8259963989257812
26,0.8920108675956726,0.8811997771263123,0.9496797323226929,0.9502322673797607,1.421350359916687,1.4104903936386108,0.8248555064201355,0.8281846046447754
27,0.8770014643669128,0.8672577738761902,0.9509581327438354,0.9513557553291321,1.4136601686477661,1.4033644199371338,0.8269150257110596,0.8300426006317139
28,0.8627937436103821,0.8540964722633362,0.9521030783653259,0.952476441860199,1.40623939037323,1.39652681350708,0.829054594039917,0.8319270014762878
29,0.8493534922599792,0.8416812419891357,0.9532291889190674,0.9534808397293091,1.3990501165390015,1.3899558782577515,0.8310279846191406,0.8335617780685425
30,0.836640477180481,0.8299733996391296,0.9542256593704224,0.9544600248336792,1.392066240310669,1.383636236190796,0.8328853249549866,0.8354294300079346
31,0.8246121406555176,0.8189327120780945,0.9551748037338257,0.9552898406982422,1.3852717876434326,1.3775599002838135,0.8346620798110962,0.8369404077529907
32,0.8132237792015076,0.8085200190544128,0.9560569524765015,0.9560078978538513,1.378662347793579,1.3717236518859863,0.8363998532295227,0.8384585380554199
33,0.8024317026138306,0.798697829246521,0.9568626284599304,0.9567852020263672,1.372239351272583,1.3661264181137085,0.8381460905075073,0.8397780060768127
34,0.7921953797340393,0.7894279956817627,0.9576921463012695,0.957521378993988,1.366010308265686,1.3607641458511353,0.8397274613380432,0.8412961959838867
35,0.7824745774269104,0.7806757688522339,0.9584176540374756,0.9581323862075806,1.3599803447723389,1.3556311130523682,0.8413607478141785,0.8424189686775208
36,0.7732343077659607,0.7724069952964783,0.9591246247291565,0.9586893320083618,1.3541535139083862,1.3507156372070312,0.8428961634635925,0.8437301516532898
37,0.7644415497779846,0.7645877599716187,0.959753692150116,0.9591617584228516,1.3485291004180908,1.3460017442703247,0.8443938493728638,0.8448761701583862
38,0.7560659050941467,0.7571863532066345,0.9603856205940247,0.9597111344337463,1.3430989980697632,1.3414697647094727,0.8457068204879761,0.8459907174110413
39,0.7480786442756653,0.7501713037490845,0.9609696269035339,0.9602077007293701,1.3378534317016602,1.3370963335037231,0.847090482711792,0.8470386266708374
40,0.7404540777206421,0.7435121536254883,0.9615048170089722,0.960603654384613,1.3327761888504028,1.3328590393066406,0.848341703414917,0.8480337858200073
41,0.7331671714782715,0.7371779680252075,0.9620190858840942,0.9609741568565369,1.3278497457504272,1.3287335634231567,0.8495023846626282,0.8490983247756958
42,0.726193904876709,0.7311398983001709,0.9625242948532104,0.9613608717918396,1.3230564594268799,1.3246996402740479,0.8507407307624817,0.8500146269798279
