,loss_v,val_loss_v,auc_v,val_auc_v,loss_w,val_loss_w,auc_w,val_auc_w
0,2.0084497928619385,1.967464566230774,0.5192139744758606,0.5418601036071777,2.050729513168335,2.0043418407440186,0.5061637759208679,0.5247557163238525
1,1.9635848999023438,1.930779218673706,0.5425488352775574,0.5701084136962891,1.9981006383895874,1.958793044090271,0.5314614176750183,0.5552595257759094
2,1.9281941652297974,1.9020912647247314,0.5704808235168457,0.5990869998931885,1.9523135423660278,1.9202792644500732,0.5614588856697083,0.585014283657074
3,1.9006054401397705,1.879544973373413,0.5990129113197327,0.6229250431060791,1.9136325120925903,1.88840913772583,0.5911868810653687,0.6117210388183594
4,1.878932237625122,1.861312985420227,0.623482346534729,0.6409762501716614,1.881717324256897,1.8624253273010254,0.6171095967292786,0.6315543055534363
5,1.8613343238830566,1.845854640007019,0.6410844922065735,0.6532553434371948,1.8558118343353271,1.8413007259368896,0.6372575759887695,0.646715521812439
6,1.8463066816329956,1.8320187330245972,0.6536759734153748,0.6623376607894897,1.834855318069458,1.8238719701766968,0.65184485912323,0.657958447933197
7,1.8327401876449585,1.8190600872039795,0.6630910634994507,0.6707916259765625,1.8176604509353638,1.8090468645095825,0.6629184484481812,0.6668279767036438
8,1.8199175596237183,1.8065680265426636,0.6714234948158264,0.6784545183181763,1.803127408027649,1.7959331274032593,0.6716089844703674,0.6748233437538147
9,1.8074438571929932,1.7943845987319946,0.6794248819351196,0.6860419511795044,1.7903698682785034,1.7838813066482544,0.6792431473731995,0.6819033622741699
10,1.7951743602752686,1.7825267314910889,0.686989426612854,0.6929175853729248,1.7787564992904663,1.7724783420562744,0.6861209869384766,0.6888508796691895
11,1.7831389904022217,1.7711050510406494,0.6941309571266174,0.698911190032959,1.7678987979888916,1.761508822441101,0.6926039457321167,0.6951826810836792
12,1.7714660167694092,1.7602484226226807,0.7005138397216797,0.7043486833572388,1.7576018571853638,1.7508952617645264,0.6984394192695618,0.7010667324066162
13,1.7603044509887695,1.7500436305999756,0.7060559391975403,0.7094773054122925,1.7477983236312866,1.740628957748413,0.703991174697876,0.7067674398422241
14,1.7497618198394775,1.7405009269714355,0.7110230326652527,0.7132210731506348,1.738477110862732,1.7307212352752686,0.7091825008392334,0.7123352885246277
15,1.7398715019226074,1.7315541505813599,0.7154368162155151,0.7170912027359009,1.7296303510665894,1.7211731672286987,0.7138810753822327,0.7170384526252747
16,1.730594515800476,1.7230969667434692,0.7192749381065369,0.7204182147979736,1.7212276458740234,1.7119739055633545,0.71811842918396,0.7214839458465576
17,1.7218549251556396,1.7150261402130127,0.7227447628974915,0.7234374284744263,1.7132141590118408,1.7031129598617554,0.7220855951309204,0.7257885932922363
18,1.7135802507400513,1.707275152206421,0.7259299159049988,0.7263795733451843,1.7055294513702393,1.6945942640304565,0.7256337404251099,0.7295138835906982
19,1.7057312726974487,1.699820637702942,0.7287630438804626,0.7293310165405273,1.6981315612792969,1.6864430904388428,0.729086697101593,0.7330647706985474
20,1.6983041763305664,1.6926617622375488,0.7313825488090515,0.7317076325416565,1.6910111904144287,1.6787000894546509,0.732149064540863,0.7363849878311157
21,1.6913090944290161,1.685789942741394,0.7337167263031006,0.7341281175613403,1.6841920614242554,1.671409010887146,0.7350507974624634,0.7391989231109619
22,1.6847373247146606,1.6791681051254272,0.7358951568603516,0.7364304661750793,1.677716612815857,1.6646002531051636,0.7376118898391724,0.741950273513794
23,1.6785399913787842,1.6727358102798462,0.7379110455513,0.7386481165885925,1.6716277599334717,1.658284306526184,0.7400080561637878,0.7441906332969666
24,1.6726324558258057,1.6664340496063232,0.7398608922958374,0.7406769394874573,1.6659501791000366,1.6524527072906494,0.7421167492866516,0.7462148070335388
25,1.6669241189956665,1.6602344512939453,0.7416752576828003,0.7426957488059998,1.6606887578964233,1.6470873355865479,0.7439562082290649,0.7480544447898865
26,1.6613503694534302,1.654150128364563,0.7433973550796509,0.7448838949203491,1.655833125114441,1.6421639919281006,0.7455097436904907,0.7495906949043274
