,acc,AUC,F1,Kappa
0,0.7957894802093506,0.9749780297279358,0.7928625476375585,0.7612430059616961
1,0.7928420901298523,0.973413348197937,0.789691825473119,0.757924326958156
2,0.7953684329986572,0.9735615849494934,0.793233637648057,0.760788704045733
3,0.7780117988586426,0.9687198400497437,0.7727249655489499,0.7405581233888543
