,acc,AUC,F1,Kappa
0,0.5513149499893188,0.8843138217926025,0.5412976848513839,0.473518108669275
1,0.5695958733558655,0.8915848731994629,0.5631490773824779,0.49526270040913534
2,0.5495668649673462,0.885613739490509,0.5407897517025902,0.4712404307145067
3,0.5447545647621155,0.880682110786438,0.5370250740914133,0.4657977037271256
