,acc,AUC,F1,Kappa
0,0.4201171100139618,0.8044921159744263,0.39029825136615465,0.31395643431215814
1,0.4096612334251404,0.797765851020813,0.3775641137460536,0.30286602631312176
2,0.3964868187904358,0.7887296080589294,0.3584229336123587,0.28594841513099867
3,0.39907968044281006,0.7955572605133057,0.36618476019226237,0.29026903541050797
