,acc,AUC,F1,Kappa
0,0.5375240445137024,0.8696197867393494,0.525540348992114,0.4577794136020287
1,0.5291853547096252,0.8665916919708252,0.5155043751029901,0.4474246747033448
2,0.5511710047721863,0.8759374618530273,0.5409309845165607,0.4732767250867508
3,0.5498877167701721,0.8752937912940979,0.5378043589265189,0.47192387561888016
