,acc,AUC,F1,Kappa
0,0.536561906337738,0.8774285316467285,0.5247049662872675,0.4560558577661964
1,0.547787070274353,0.8825308084487915,0.53959213299829,0.4696287999965255
2,0.5623997449874878,0.8851983547210693,0.5535458205967777,0.48678859555963927
3,0.5684953331947327,0.8895400166511536,0.5625282166343583,0.49400297271510996
