,loss_v,val_loss_v,acc_v,val_acc_v,auc_v,val_auc_v,loss_w,val_loss_w,acc_w,val_acc_w,auc_w,val_auc_w
0,2.359271764755249,2.1819727420806885,0.143626406788826,0.16625484824180603,0.5236575603485107,0.5203870534896851,2.214650869369507,2.100466012954712,0.15683534741401672,0.12976129353046417,0.49942171573638916,0.5038163065910339
1,2.182565927505493,1.979174017906189,0.16225282847881317,0.21673138439655304,0.5214993953704834,0.567245364189148,2.1060609817504883,2.0371203422546387,0.13016699254512787,0.12163534760475159,0.5001760721206665,0.51276695728302
2,1.9835302829742432,1.9609332084655762,0.21627825498580933,0.20825979113578796,0.5657071471214294,0.5765641331672668,2.0349831581115723,1.9989831447601318,0.12203949689865112,0.17191468179225922,0.5129584670066833,0.5301546454429626
3,1.9629173278808594,1.9075984954833984,0.204978808760643,0.2188492715358734,0.5753755569458008,0.592517614364624,1.996147871017456,1.9662405252456665,0.1786145120859146,0.18156424164772034,0.5330653190612793,0.5466398000717163
4,1.9118366241455078,1.8477534055709839,0.2116878479719162,0.2015531212091446,0.590435266494751,0.623791515827179,1.9688801765441895,1.9507237672805786,0.18331322073936462,0.2041645497083664,0.5425595045089722,0.5512621402740479
5,1.8530876636505127,1.8176394701004028,0.19129590690135956,0.229085773229599,0.6202056407928467,0.6534411907196045,1.9536036252975464,1.9413765668869019,0.20287002623081207,0.22727273404598236,0.5491999387741089,0.5475730299949646
6,1.820594072341919,1.827316164970398,0.2271362990140915,0.1821390688419342,0.6518385410308838,0.6601511240005493,1.9419012069702148,1.9410669803619385,0.22268080711364746,0.23717622458934784,0.5471673607826233,0.5455060005187988
7,1.829908847808838,1.8159362077713013,0.18961864709854126,0.22943875193595886,0.6585904955863953,0.669213056564331,1.9395884275436401,1.9408977031707764,0.23525303602218628,0.23539867997169495,0.5455410480499268,0.5444778203964233
8,1.8177120685577393,1.8024142980575562,0.2340218871831894,0.2439110428094864,0.6676888465881348,0.6775417327880859,1.9365094900131226,1.9380232095718384,0.23430058360099792,0.22803454101085663,0.5481493473052979,0.5382664203643799
9,1.8030678033828735,1.7879672050476074,0.25123587250709534,0.2647370398044586,0.6772314310073853,0.6868550181388855,1.9306954145431519,1.9271539449691772,0.22858594357967377,0.23006601631641388,0.5451063513755798,0.5506011843681335
10,1.7895522117614746,1.7796310186386108,0.2733933627605438,0.2668549120426178,0.6861993074417114,0.6927571892738342,1.922957420349121,1.9178040027618408,0.22972887754440308,0.22549517452716827,0.5550693869590759,0.5664966702461243
11,1.775826334953308,1.7573493719100952,0.27816030383110046,0.27356159687042236,0.6950061917304993,0.7100120782852173,1.9148939847946167,1.9110239744186401,0.22820496559143066,0.2201625257730484,0.5697041749954224,0.5799806118011475
12,1.754047155380249,1.721239686012268,0.28398656845092773,0.29297563433647156,0.7133140563964844,0.7290615439414978,1.9073240756988525,1.9070875644683838,0.22591911256313324,0.23082783818244934,0.5853987336158752,0.590029239654541
13,1.7203971147537231,1.7030608654022217,0.3030543923377991,0.3540416657924652,0.730065107345581,0.7408477067947388,1.9042340517044067,1.90485680103302,0.23252269625663757,0.22854240238666534,0.595280647277832,0.5911232829093933
14,1.7003798484802246,1.6855013370513916,0.3637005686759949,0.3558065593242645,0.742526113986969,0.7514313459396362,1.901772379875183,1.9032100439071655,0.23506253957748413,0.22905027866363525,0.5970916748046875,0.5972639322280884
15,1.685494065284729,1.666184902191162,0.35946327447891235,0.3614542782306671,0.7510652542114258,0.7631847858428955,1.899609923362732,1.9029290676116943,0.2348085641860962,0.21762315928936005,0.602798581123352,0.5956878662109375
16,1.6703553199768066,1.6542705297470093,0.3672316372394562,0.36216026544570923,0.7601377964019775,0.7701809406280518,1.8982346057891846,1.8988571166992188,0.2237602323293686,0.21660742163658142,0.6035827398300171,0.6020863056182861
17,1.6547210216522217,1.6438654661178589,0.36767300963401794,0.36569008231163025,0.7692351341247559,0.7736743688583374,1.895447850227356,1.8947975635528564,0.2240777164697647,0.2160995453596115,0.6085792779922485,0.6064677834510803
18,1.6462228298187256,1.6406596899032593,0.36705508828163147,0.35721850395202637,0.7728266716003418,0.7721747159957886,1.8908427953720093,1.8894708156585693,0.22744300961494446,0.2224479466676712,0.6130577325820923,0.61043381690979
19,1.6421188116073608,1.620973825454712,0.36228814721107483,0.38051536679267883,0.771475613117218,0.7813555002212524,1.8850699663162231,1.8827338218688965,0.23411010205745697,0.24504825472831726,0.6167562007904053,0.6160442233085632
20,1.6216245889663696,1.6131861209869385,0.38162076473236084,0.37875044345855713,0.7809898257255554,0.7814807891845703,1.877409815788269,1.8768997192382812,0.2557622790336609,0.24733367562294006,0.6227068901062012,0.6214578151702881
21,1.6166057586669922,1.6069015264511108,0.3795021176338196,0.3900458812713623,0.7793492078781128,0.7809373736381531,1.8713631629943848,1.872904658317566,0.2616039216518402,0.24301676452159882,0.6274055242538452,0.6224592924118042
22,1.6145726442337036,1.593828558921814,0.3870939314365387,0.387222021818161,0.7765039205551147,0.7841928601264954,1.8657652139663696,1.8706859350204468,0.25957202911376953,0.24682579934597015,0.6295442581176758,0.6226704120635986
23,1.601235270500183,1.5734374523162842,0.3887711763381958,0.4140487015247345,0.7805217504501343,0.7932989597320557,1.8626023530960083,1.869086742401123,0.2592545449733734,0.24327069520950317,0.6306713223457336,0.6254771947860718
24,1.5754750967025757,1.58158540725708,0.41675493121147156,0.40522414445877075,0.792153000831604,0.7890255451202393,1.8594493865966797,1.8676286935806274,0.25512731075286865,0.2447943091392517,0.6335129737854004,0.6240293979644775
25,1.5803946256637573,1.5707169771194458,0.40836864709854126,0.40698906779289246,0.7893396615982056,0.7942297458648682,1.8556631803512573,1.8629651069641113,0.25207948684692383,0.24301676452159882,0.6342650651931763,0.6272179484367371
