,acc,AUC,F1,Kappa
0,0.6074554920196533,0.9020224213600159,0.5977056292821928,0.5407190868185456
1,0.597175121307373,0.9044675230979919,0.5879370981871554,0.5276426955967627
2,0.5855932235717773,0.9024335741996765,0.5631398053463339,0.5143105089630594
3,0.5983051061630249,0.8979394435882568,0.579181742756024,0.5297096256739449
